id,heya,birthDate,shusshin,debut,height,weight,currentRank
4062,Magaki,1977-10-18T00:00:00Z,"Hokkaido, Nemuro-shi",199303,184.0,165.5,
2262,Sadogatake,1956-07-08T00:00:00Z,"Kagawa-ken, Kanonji-shi",197105,179.0,75.0,
650,Hakkaku,1992-11-11T00:00:00Z,"Fukushima-ken, Aizuwakamatsu-shi",200803,196.0,135.0,
408,Takasago,1998-11-19T00:00:00Z,"Mie-ken, Shima-shi",202103,167.0,80.0,Sandanme 89 West
4412,Kokonoe,1992-04-09T00:00:00Z,"Okinawa-ken, Shimajiri-gun, Yonabaru-cho",201005,176.0,102.0,
8827,-,0001-01-01T00:00:00Z,-,196009,,,
2972,Kasugano,1941-08-30T00:00:00Z,"Akita-ken, Yamamoto-gun, Yamamoto-machi",196007,,,
4013,Onomatsu,1975-07-20T00:00:00Z,"Nara-ken, Yoshino-gun, Yoshino-cho",199803,188.0,130.0,
3616,Takasago,1983-05-08T00:00:00Z,"Ibaraki-ken, Hitachi-shi",199903,178.0,116.0,
1990,Hanakago,1958-02-15T00:00:00Z,"Akita-ken, Minamiakita-gun, Gojome-machi",197105,172.0,100.0,
2867,Isegahama,1947-03-19T00:00:00Z,"Yamagata-ken, Sakata-shi",196111,175.8,75.5,
4888,Hakkaku,1979-01-13T00:00:00Z,"Kyoto-fu, Soraku-gun, Wazuka-cho",199403,177.0,113.0,
5133,Dewanoumi,1978-01-12T00:00:00Z,"Hyogo-ken, Kobe-shi",199305,171.0,77.0,
1744,Michinoku,1955-08-30T00:00:00Z,"Osaka-fu, Osaka-shi, Nishinari-ku",197005,172.0,135.0,
7957,-,0001-01-01T00:00:00Z,-,196809,,,
3766,Kasugano,1985-02-03T00:00:00Z,"Hiroshima-ken, Kure-shi",200003,179.0,137.5,
1532,Kataonami,1961-04-07T00:00:00Z,"Aichi-ken, Ama-gun, Kanie-cho",197703,182.4,80.0,
1216,Tokitsukaze,1950-02-28T00:00:00Z,"Hokkaido, Muroran-shi",196309,183.0,164.0,
1609,Tomozuna,1963-04-15T00:00:00Z,"Osaka-fu, Osaka-shi, Joto-ku",197903,171.0,90.0,
4631,Shikihide,1976-05-13T00:00:00Z,"Mie-ken, Watarai-gun, Tamaki-cho",199305,170.0,93.0,
7160,Miyagino,0001-01-01T00:00:00Z,-,198405,,,
1158,Mihogaseki,1959-01-04T00:00:00Z,"Nara-ken, Nara-shi",197403,181.0,109.0,
6015,Nakamura,1978-09-27T00:00:00Z,"Yamaguchi-ken, Hofu-shi",199403,173.0,125.0,
2304,Kataonami,1944-02-05T00:00:00Z,"Aichi-ken, Gamagori-shi",195903,177.0,126.0,
1778,Sadogatake,1962-03-08T00:00:00Z,"Hiroshima-ken, Kure-shi",197705,,,
4868,Musashigawa,1971-09-10T00:00:00Z,"Mie-ken, Hisai-shi",198703,175.0,111.0,
6963,Minezaki,1983-07-16T00:00:00Z,"Fukuoka-ken, Chikugo-shi",199903,173.0,94.0,
5841,Kataonami,1965-11-12T00:00:00Z,"Hyogo-ken, Nishinomiya-shi",198205,181.0,111.0,
7532,Tatsunami,0001-01-01T00:00:00Z,Chiba-ken,195603,,,
6227,Dewanoumi,1975-04-28T00:00:00Z,"Kanagawa-ken, Kawasaki-shi, Tama-ku",199103,182.0,90.0,
3396,Tatsunami,1995-10-07T00:00:00Z,"Kumamoto-ken, Kuma-gun, Taragi-machi",201105,188.0,132.0,
1483,Tokitsukaze,1941-08-13T00:00:00Z,"Kumamoto-ken, Uto-shi",196003,183.0,137.0,
437,Sadogatake,1996-07-16T00:00:00Z,"Aichi-ken, Nagoya-shi, Midori-ku",201203,174.0,116.0,Sandanme 71 West
5818,Sadogatake,1969-07-07T00:00:00Z,"Tokushima-ken, Itano-gun, Aizumi-cho",198503,172.0,160.4,
1319,Isenoumi,1938-11-29T00:00:00Z,"Yamagata-ken, Higashitagawa-gun, Kushibiki-machi",195409,188.0,139.0,
2522,Sadogatake,1943-08-05T00:00:00Z,"Hokkaido, Shibetsu-gun, Shibetsu-cho",196003,178.0,87.0,
7368,Tatsunami,1928-05-05T00:00:00Z,"Ishikawa-ken, Suzu-shi",194611,193.0,129.0,
2035,Taiho,1955-10-28T00:00:00Z,"Kanagawa-ken, Yokohama-shi",196911,173.0,80.0,
6173,Taiho,1975-08-18T00:00:00Z,"Aichi-ken, Nagoya-shi, Minato-ku",199103,184.0,110.0,
3079,Yamahibiki,1992-03-23T00:00:00Z,"Saitama-ken, Soka-shi",200703,172.0,111.0,
3227,Onomatsu,1994-08-27T00:00:00Z,"Aomori-ken, Hirosaki-shi",201401,175.0,132.0,
8446,-,0001-01-01T00:00:00Z,-,196601,,,
1583,Futagoyama,1963-07-02T00:00:00Z,Ibaraki-ken,197903,189.0,117.0,
1672,Sadogatake,1962-05-30T00:00:00Z,"Aichi-ken, Nagoya-shi",197803,179.0,102.0,
2397,Takashima,1945-05-05T00:00:00Z,"Hokkaido, Muroran-shi",196309,182.0,91.0,
4203,Tokitsukaze,1990-08-08T00:00:00Z,"Miyagi-ken, Kurokawa-gun, Tomiya-machi",200903,180.0,138.5,
8553,Dewanoumi,1943-07-03T00:00:00Z,"Hokkaido, Utashinai-shi",196201,,,
5355,Tatsunami,1973-01-25T00:00:00Z,"Kanagawa-ken, Yokohama-shi, Kanazawa-ku",198809,173.0,133.0,
8166,-,0001-01-01T00:00:00Z,-,196307,,,
7554,-,0001-01-01T00:00:00Z,-,195505,,,
2622,Tokitsukaze,1946-10-20T00:00:00Z,"Okinawa-ken, Kunigami-gun, Kunigami-son",196409,188.0,92.0,
8207,Kataonami,1942-04-08T00:00:00Z,"Oita-ken, Oita-shi",196109,,,
80,Kise,1994-02-23T00:00:00Z,"Kanagawa-ken, Yokohama-shi, Kohoku-ku",201603,185.0,159.0,Sandanme 68 West
499,Arashio,1988-10-18T00:00:00Z,"Tokushima-ken, Itano-gun, Kitajima-cho",200909,178.0,164.0,Jonidan 66 West
757,Isegahama,1963-09-23T00:00:00Z,"Chiba-ken, Kashiwa-shi",197903,178.0,124.0,
4562,Sakaigawa,1991-01-23T00:00:00Z,"Okinawa-ken, Kunigami-gun, Onna-son",200603,172.0,107.0,
5543,Oguruma,1970-10-25T00:00:00Z,"Osaka-fu, Sakai-shi",198611,177.0,140.9,
800,Isegahama,1958-08-04T00:00:00Z,"Tokyo-to, Nanpo Shoto, Hachijo-machi",197905,178.0,104.0,
2387,Dewanoumi,1947-08-20T00:00:00Z,"Wakayama-ken, Arida-shi",196603,184.0,96.0,
1121,Izutsu,1961-10-20T00:00:00Z,"Osaka-fu, Kishiwada-shi",197703,185.0,138.0,
5171,Takadagawa,1976-10-28T00:00:00Z,"Kanagawa-ken, Sagamihara-shi",199203,184.0,98.0,
5360,Hanaregoma,1978-07-12T00:00:00Z,"Shizuoka-ken, Fujinomiya-shi",199701,175.0,143.0,
5151,Asahiyama,1982-06-10T00:00:00Z,"Kanagawa-ken, Yokohama-shi, Kanagawa-ku",199803,173.0,125.0,
6535,Oshiogawa,1969-05-21T00:00:00Z,"Tokyo-to, Koto-ku",198503,177.0,114.0,
8198,-,0001-01-01T00:00:00Z,-,196501,,,
4655,Tokitsukaze,1989-10-23T00:00:00Z,"Niigata-ken, Niigata-shi",200705,182.0,112.0,
8640,-,0001-01-01T00:00:00Z,-,195811,,,
8594,-,0001-01-01T00:00:00Z,-,196205,,,
93,Onoe,1999-02-02T00:00:00Z,"Mongolia, Ulan-Bator",201905,180.0,126.0,Makushita 16 West
4439,Sadogatake,1993-04-09T00:00:00Z,"Yamagata-ken, Obanazawa-shi",200911,178.0,100.0,
2138,Futagoyama,1952-01-04T00:00:00Z,"Aomori-ken, Goshogawara-shi",196711,176.5,101.0,
8087,-,0001-01-01T00:00:00Z,-,196507,,,
7514,Kasugano,1941-03-28T00:00:00Z,"Tochigi-ken, Ashikaga-shi",195501,,,
8614,-,0001-01-01T00:00:00Z,-,195805,,,
8512,-,0001-01-01T00:00:00Z,-,196307,,,
3685,Tamanoi,1974-07-28T00:00:00Z,"Kagoshima-ken, Oshima-gun, Tokunoshima-cho",199401,173.0,157.0,
6619,Tokitsukaze,1965-10-17T00:00:00Z,"Fukuoka-ken, Kasuya-gun, Hisayama-machi",198205,177.0,108.0,
7021,Oyama,1967-09-15T00:00:00Z,"Hyogo-ken, Yabu-gun, Yoka-cho",198303,180.0,126.0,
6088,Kitanoumi,1977-01-08T00:00:00Z,"Aichi-ken, Chita-shi",199203,176.5,109.0,
8648,-,0001-01-01T00:00:00Z,-,195907,,,
2570,Tatsunami,1946-12-06T00:00:00Z,"Niigata-ken, Nishikanbara-gun, Maki-machi",196201,178.3,91.0,
3268,Onoe,1994-04-27T00:00:00Z,"Aichi-ken, Toyota-shi",201003,180.0,158.5,
2160,Takasago,1947-09-20T00:00:00Z,"Aichi-ken, Nagoya-shi, Higashi-ku",196209,178.0,121.0,
8023,-,0001-01-01T00:00:00Z,-,196403,,,
7682,-,0001-01-01T00:00:00Z,-,195605,,,
4822,Tamanoi,1973-12-30T00:00:00Z,"Aichi-ken, Kasugai-shi",199201,182.0,97.5,
4497,Sakaigawa,1988-05-02T00:00:00Z,"Okinawa-ken, Nanjo-shi",200809,186.0,138.0,
8814,-,0001-01-01T00:00:00Z,-,195903,,,
205,Naruto,1997-08-09T00:00:00Z,"Chiba-ken, Kamagaya-shi",202007,174.0,166.0,Makushita 52 West
2876,Takasago,1947-08-31T00:00:00Z,"Yamanashi-ken, Kofu-shi",196303,,,
2844,Izutsu,1939-02-14T00:00:00Z,"Miyazaki-ken, Kobayashi-shi",195503,,,
971,Mihogaseki,1960-08-08T00:00:00Z,"Hokkaido, Muroran-shi",197603,183.0,139.0,
523,Nishonoseki,2006-07-04T00:00:00Z,"Nagano-ken, Okaya-shi",202203,171.0,129.0,Sandanme 44 East
8484,-,0001-01-01T00:00:00Z,-,196407,,,
6193,Kasugano,1976-09-28T00:00:00Z,"Osaka-fu, Sakai-shi",199203,179.0,108.0,
8280,Isegahama,1943-07-26T00:00:00Z,"Saga-ken, Kishima-gun, Omachi-cho",195811,,,
6070,Sadogatake,1976-09-25T00:00:00Z,"Saitama-ken, Tokorozawa-shi",199203,181.5,107.0,
8434,Takashima,1942-11-10T00:00:00Z,"Osaka-fu, Osaka-shi, Higashi-ku",196111,,,
1207,Kataonami,1954-07-22T00:00:00Z,"Nagasaki-ken, Nagasaki-shi",197001,191.0,122.0,
6926,Naruto,1986-01-05T00:00:00Z,"Osaka-fu, Fujiidera-shi",200303,176.0,111.0,
8573,-,0001-01-01T00:00:00Z,-,196209,,,
8656,-,0001-01-01T00:00:00Z,-,195905,,,
6972,Isegahama,1979-05-27T00:00:00Z,Tokyo-to,199705,176.0,98.0,
4954,Hakkaku,1979-06-11T00:00:00Z,"Aichi-ken, Toyohashi-shi",199809,176.3,123.0,
7750,Hanakago,1940-10-10T00:00:00Z,"Saga-ken, Saga-shi",195701,,,
7096,Oshima,1974-01-30T00:00:00Z,Kanagawa-ken,199211,173.0,80.0,
551,Yamahibiki,1985-03-19T00:00:00Z,"Miyazaki-ken, Kitamorokata-gun, Yamanokuchi-cho - Miyazaki-ken, Miyakonojo-shi",200303,183.0,146.3,Jonidan 45 East
2780,Tatsunami,1947-10-26T00:00:00Z,"Toyama-ken, Kaminiikawa-gun",196409,173.0,77.0,
1929,Asahiyama,1959-02-10T00:00:00Z,Tonga,197411,181.6,95.0,
5289,Tamanoi,1973-05-26T00:00:00Z,"Hokkaido, Nakagawa-gun, Toyokoro-cho",198903,182.5,119.5,
4437,Shikoroyama,1990-06-08T00:00:00Z,"Kagoshima-ken, Aira-gun, Yusui-cho",200605,178.0,83.0,
5092,Taiho,1983-07-18T00:00:00Z,"Hyogo-ken, Kobe-shi, Higashinada-ku",199903,179.0,111.0,
6983,Kokonoe,1979-05-26T00:00:00Z,"Tokyo-to, Adachi-ku",199503,178.0,103.0,
2782,Isenoumi,1951-05-14T00:00:00Z,"Hokkaido, Sorachi-gun, Kita-mura",196601,182.0,132.0,
8620,-,0001-01-01T00:00:00Z,-,195807,,,
5967,Futagoyama,1973-10-07T00:00:00Z,"Saitama-ken, Hatogaya-shi",199201,183.5,94.5,
7412,Nishonoseki,0001-01-01T00:00:00Z,"Akita-ken, Noshiro-shi",194711,,,
992,Miyagino,1952-04-06T00:00:00Z,"Tokyo-to, Itabashi-ku",197101,181.5,140.0,
5504,Sadogatake,1973-03-07T00:00:00Z,"Okayama-ken, Kurashiki-shi",198803,176.3,129.0,
797,Sadogatake,1960-07-06T00:00:00Z,"Fukuoka-ken, Tagawa-gun, Kawara-machi",197603,185.8,108.0,
5810,Kokonoe,1969-12-10T00:00:00Z,"Osaka-fu, Toyonaka-shi",198503,179.0,130.0,
7952,-,0001-01-01T00:00:00Z,-,197403,,,
3278,Tagonoura,1998-06-04T00:00:00Z,"Hyogo-ken, Akashi-shi",201703,183.0,111.0,
6402,Taiho,1972-06-11T00:00:00Z,"Hokkaido, Kushiro-shi",198803,178.0,91.0,
24,Sakaigawa,2000-04-20T00:00:00Z,"Nagasaki-ken, Hirado-shi",201603,177.0,129.0,Maegashira 2 East
3801,Takashima,1977-12-18T00:00:00Z,"Gifu-ken, Gifu-shi",199303,177.0,143.5,
8266,Kasugano,1940-08-24T00:00:00Z,"Tochigi-ken, Nasu-gun, Kurobane-machi",195807,,,
2123,Hanakago,1956-09-02T00:00:00Z,"Aomori-ken, Kuroishi-shi",197301,,,
1539,Dewanoumi,1957-11-04T00:00:00Z,"Mie-ken, Hisai-shi",197601,173.0,100.0,
4617,Kiriyama,1973-09-03T00:00:00Z,"Aichi-ken, Toyohashi-shi",199111,187.5,153.0,
922,Taiho,1956-10-20T00:00:00Z,"Osaka-fu, Toyonaka-shi",197205,175.0,105.0,
5656,Dewanoumi,1973-06-10T00:00:00Z,"Aichi-ken, Nagoya-shi, Atsuta-ku",198903,182.0,112.0,
6367,Azumazeki,1969-09-14T00:00:00Z,"Tokyo-to, Ota-ku",198607,176.0,134.5,
1044,Asahiyama,1964-08-21T00:00:00Z,"Aichi-ken, Tokoname-shi",198003,174.5,111.0,
7194,Musashigawa,1978-01-09T00:00:00Z,"Kochi-ken, Takaoka-gun",199303,175.0,124.0,
8315,Magaki,1940-01-10T00:00:00Z,"Chiba-ken, Sosa-gun, Hikari-machi",196009,,,
480,Tatsunami,1998-01-09T00:00:00Z,"Kagoshima-ken, Oshima-gun, Uken-son",201303,185.0,132.0,Jonidan 59 East
6529,Kasugayama,1967-02-03T00:00:00Z,"Aichi-ken, Ama-gun, Jimokuji-cho",198203,178.2,116.0,
3686,Hakkaku,1979-11-21T00:00:00Z,"Osaka-fu, Ibaraki-shi",199507,174.0,159.5,
7429,Nishonoseki,1936-09-21T00:00:00Z,"Ehime-ken, Matsuyama-shi",195605,,,
829,Oshiogawa,1960-03-26T00:00:00Z,"Osaka-fu, Hirakata-shi",197605,178.0,94.0,
3179,Sadogatake,1993-12-10T00:00:00Z,"Akita-ken, Minamiakita-gun, Gojome-machi",200903,174.5,174.5,
5838,Irumagawa,1981-03-14T00:00:00Z,"Tokyo-to, Hoya-shi",199603,174.0,112.0,
5584,Takadagawa,1972-12-20T00:00:00Z,"Taiwan, Taipei County",198901,189.2,133.8,
5682,Azumazeki,1971-11-10T00:00:00Z,"U.S.A., Hawaii",199007,,,
6357,Kokonoe,1969-06-15T00:00:00Z,"Hokkaido, Kameda-gun, Ono-cho",198503,177.8,113.0,
7072,Nakamura,0001-01-01T00:00:00Z,-,198703,,,
1084,Kasugano,1964-03-29T00:00:00Z,"Yamagata-ken, Mogami-gun, Kaneyama-machi",197903,174.5,132.0,
1654,Tatsutagawa,1953-01-03T00:00:00Z,"Miyazaki-ken, Hyuga-shi",197401,183.0,93.0,
5083,Hatachiyama,1978-12-29T00:00:00Z,"Tochigi-ken, Shimotsuga-gun, Fujioka-machi",200003,180.0,79.0,
6186,Musashigawa,1973-01-17T00:00:00Z,Aichi-ken,199111,177.0,87.0,
1042,Kasugano,0001-01-01T00:00:00Z,-,198003,,,
421,Tamanoi,1998-11-08T00:00:00Z,"Miyagi-ken, Ishinomaki-shi",201403,166.0,102.0,Jonidan 18 East
2529,Kataonami,1945-03-18T00:00:00Z,"Nagasaki-ken, Minamitakaki-gun, Aino-machi",196301,177.0,81.0,
2714,Kasugano,1945-01-20T00:00:00Z,"Osaka-fu, Higashiosaka-shi",196305,180.0,107.0,
2078,Takasago,1945-03-09T00:00:00Z,"Osaka-fu, Moriguchi-shi",196103,185.0,133.0,
7792,-,0001-01-01T00:00:00Z,-,195709,,,
6372,Asahiyama,1963-02-11T00:00:00Z,"Kanagawa-ken, Kawasaki-shi, Takatsu-ku",198011,180.6,156.0,
8393,Oitekaze,1942-07-06T00:00:00Z,"Aomori-ken, Minamitsugaru-gun, Inakadate-mura",196107,,,
6243,Kasugano,1974-07-15T00:00:00Z,"Shizuoka-ken, Shida-gun, Oikawa-cho",199003,183.0,127.0,
1813,Tokitsukaze,1956-08-13T00:00:00Z,"Gifu-ken, Gifu-shi",197205,180.0,120.0,
7598,-,0001-01-01T00:00:00Z,-,195609,,,
4004,Oguruma,1980-03-20T00:00:00Z,"Aichi-ken, Toyohashi-shi",199503,179.0,128.0,
3440,Isegahama,1986-05-26T00:00:00Z,"Osaka-fu, Osaka-shi, Higashiyodogawa-ku",200203,171.0,106.8,
5463,Oshima,1973-06-28T00:00:00Z,"Hyogo-ken, Nishinomiya-shi",199007,177.0,93.0,
8688,-,0001-01-01T00:00:00Z,-,195905,,,
8449,-,0001-01-01T00:00:00Z,-,196511,,,
7385,-,0001-01-01T00:00:00Z,-,195409,,,
3320,Musashigawa,1994-08-15T00:00:00Z,"Mie-ken, Mie-gun, Komono-cho",201509,170.0,102.0,
1398,Dewanoumi,1927-09-24T00:00:00Z,"Hokkaido, Kamiiso-gun, Kamiiso-cho",194401,181.0,115.0,
306,Tatsunami,2003-09-01T00:00:00Z,"Okinawa-ken, Ginowan-shi",202203,182.0,138.0,Sandanme 7 East
3373,Kasugano,1996-05-03T00:00:00Z,"Aichi-ken, Nagoya-shi, Nakagawa-ku",201409,173.0,120.0,
579,Asahiyama,2003-10-28T00:00:00Z,"Gunma-ken, Maebashi-shi",201903,178.0,130.0,Sandanme 51 East
2632,Isenoumi,1946-12-14T00:00:00Z,"Tochigi-ken, Nasu-gun, Nishinasuno-machi",196307,,,
1165,Dewanoumi,1960-05-05T00:00:00Z,"Wakayama-ken, Wakayama-shi",197603,186.5,104.0,
3359,Minato,1982-05-28T00:00:00Z,"Tokyo-to, Itabashi-ku",200003,170.0,123.5,
6007,Ajigawa,1978-03-23T00:00:00Z,"Aomori-ken, Goshogawara-shi",199303,183.0,114.0,
904,Hanaregoma,1962-10-09T00:00:00Z,"Hokkaido, Kasai-gun, Memuro-cho",197803,189.0,199.0,
5402,Ajigawa,1982-03-12T00:00:00Z,"Kagoshima-ken, So-gun",199703,173.0,85.0,
4814,Arashio,1986-02-28T00:00:00Z,"Fukuoka-ken, Fukuoka-shi",200311,185.0,82.0,
7601,-,0001-01-01T00:00:00Z,-,195603,,,
995,Tatsunami,1953-02-04T00:00:00Z,"Chiba-ken, Chiba-shi",196807,177.0,116.0,
255,Onoe,2000-10-02T00:00:00Z,"Yamagata-ken, Yonezawa-shi",201603,175.0,102.0,Sandanme 58 East
91,Otake,2001-09-18T00:00:00Z,"Tokyo-to, Koto-ku",201911,183.0,141.0,Makushita 17 East
6345,Isegahama,1965-08-07T00:00:00Z,"Fukushima-ken, Koriyama-shi",198403,182.5,105.0,
7427,-,0001-01-01T00:00:00Z,-,195209,,,
8811,-,0001-01-01T00:00:00Z,-,196101,,,
2060,Kagamiyama,1956-05-07T00:00:00Z,"Nagasaki-ken, Sasebo-shi",197105,,,
434,Takasago,2003-04-21T00:00:00Z,"Aichi-ken, Ichinomiya-shi",201903,176.0,141.0,Sandanme 73 West
4813,Nishonoseki,1986-05-13T00:00:00Z,"Ehime-ken, Nishiuwa-gun, Ikata-cho",200203,174.0,100.0,
1892,Miyagino,1957-10-09T00:00:00Z,"Tokyo-to, Toshima-ku",197603,,,
6868,Taiho,1966-09-07T00:00:00Z,"Hokkaido, Kushiro-shi",198203,174.0,84.0,
2700,Tokitsukaze,1950-05-31T00:00:00Z,"Hiroshima-ken, Saeki-gun, Nomi-cho",196309,176.0,115.0,
6355,Oshima,1971-05-06T00:00:00Z,"Hokkaido, Samani-gun, Samani-cho",198703,176.0,72.7,
921,Kokonoe,1957-10-22T00:00:00Z,"Aichi-ken, Atsumi-gun, Atsumi-cho",197309,184.0,105.0,
4763,Hanakago,1987-07-17T00:00:00Z,"Tokyo-to, Adachi-ku",200303,178.0,121.0,
7642,-,0001-01-01T00:00:00Z,-,195705,,,
2978,Tokitsukaze,1940-01-05T00:00:00Z,"Gifu-ken, Gifu-shi",195503,177.0,142.0,
5556,Kumagatani,1966-05-13T00:00:00Z,"Osaka-fu, Matsubara-shi",198207,170.5,116.0,
3487,Minato,1984-11-09T00:00:00Z,Korea,200105,,,
1670,Izutsu,1962-08-13T00:00:00Z,"Nagasaki-ken, Nagasaki-shi",197805,170.0,93.0,
5031,Tokitsukaze,1975-06-25T00:00:00Z,"Gifu-ken, Mizunami-shi",199103,181.0,93.0,
4469,Musashigawa,1979-06-23T00:00:00Z,"Osaka-fu, Yao-shi",199503,178.0,137.5,
2455,Tokitsukaze,1949-02-09T00:00:00Z,"Tokyo-to, Meguro-ku",196905,187.0,103.0,
1524,Isegahama,1963-04-17T00:00:00Z,"Yamagata-ken, Yamagata-shi",197903,183.0,128.0,
1053,Fujishima,1964-07-20T00:00:00Z,"Tokyo-to, Chofu-shi",198003,177.5,116.0,
7060,Kasugayama,1972-08-10T00:00:00Z,"Hyogo-ken, Takarazuka-shi",198803,,,
2504,Nishonoseki,1946-11-03T00:00:00Z,"Fukuoka-ken, Chikushino-shi",196403,177.0,76.0,
4326,Tokitsukaze,1996-03-19T00:00:00Z,"Hyogo-ken, Amagasaki-shi - Kochi-ken, Kochi-shi",201105,176.0,121.0,
33,Tokitsukaze,1991-11-05T00:00:00Z,"Kumamoto-ken, Uto-shi",201403,182.0,150.0,Maegashira 9 West
2983,Hanakago,1940-11-14T00:00:00Z,"Iwate-ken, Waga-gun, Towa-cho",195911,,,
4992,Izutsu,1969-01-17T00:00:00Z,"Hiroshima-ken, Hiroshima-shi, Naka-ku",198409,179.0,121.0,
2508,Isegahama,1948-01-04T00:00:00Z,"Aichi-ken, Nagoya-shi, Nakagawa-ku",196209,174.5,93.5,
2278,Isenoumi,1945-04-30T00:00:00Z,"Miyagi-ken, Sendai-shi",196103,185.3,122.0,
8587,-,0001-01-01T00:00:00Z,-,196303,,,
7272,Mihogaseki,1963-08-11T00:00:00Z,"Fukuoka-ken, Kitakyushu-shi, Kokuraminami-ku",197903,172.0,94.0,
2631,Miyagino,1946-06-08T00:00:00Z,"Kagoshima-ken, Hioki-gun, Fukiage-cho",196503,170.8,81.0,
5724,Musashigawa,1977-02-24T00:00:00Z,"Mie-ken, Ise-shi",199501,187.0,99.5,
3184,Minezaki,1995-05-11T00:00:00Z,"Hokkaido, Asahikawa-shi",201709,175.0,70.0,
2148,Taiho,1954-04-23T00:00:00Z,"Aichi-ken, Ama-gun, Saori-cho",196911,171.0,97.0,
642,Otake,1980-08-27T00:00:00Z,"Hyogo-ken, Amagasaki-shi",199603,183.0,121.7,
8786,-,0001-01-01T00:00:00Z,-,196011,,,
1275,Tatsunami,1963-08-12T00:00:00Z,"Mie-ken, Tsu-shi",197903,199.0,151.0,
3680,Irumagawa,1977-06-29T00:00:00Z,"Shizuoka-ken, Fukuroi-shi",199411,189.0,185.0,
1225,Takasago,1964-06-16T00:00:00Z,"Aichi-ken, Atsumi-gun, Atsumi-cho",198003,185.1,138.0,
166,Kasugano,1999-01-09T00:00:00Z,"Shizuoka-ken, Mishima-shi",201703,177.0,117.0,Makushita 26 West
6155,Musashigawa,1975-05-15T00:00:00Z,Tochigi-ken,199209,193.0,78.0,
1690,Isegahama,1955-09-07T00:00:00Z,"Mie-ken, Kitamuro-gun, Kiinagashima-cho",197009,177.0,115.0,
6044,Tatsunami,1971-04-19T00:00:00Z,"Tokyo-to, Adachi-ku",199401,187.0,178.0,
5629,Minato,1970-02-16T00:00:00Z,"Aichi-ken, Inuyama-shi",198503,181.8,145.0,
8519,-,0001-01-01T00:00:00Z,-,196401,,,
2694,Futagoyama,1947-07-03T00:00:00Z,"Hokkaido, Wakkanai-shi",196505,,,
6084,Musashigawa,1976-09-13T00:00:00Z,"Tokyo-to, Shinjuku-ku",199203,173.0,96.0,
1607,Taiho,1953-03-31T00:00:00Z,"Hokkaido, Akkeshi-gun, Akkeshi-cho",197009,173.0,103.0,
2765,Kasugano,1945-10-02T00:00:00Z,"Tokyo-to, Sumida-ku",196209,177.0,78.0,
5972,Takasago,1975-07-04T00:00:00Z,"Hokkaido, Yubari-shi",199103,177.0,88.0,
6812,Asahiyama,1962-02-28T00:00:00Z,"Hiroshima-ken, Takehara-shi",198201,181.0,135.0,
6120,Takadagawa,1976-04-05T00:00:00Z,"Okayama-ken, Tsuyama-shi",199203,173.0,80.0,
1237,Tokitsukaze,1964-10-29T00:00:00Z,"Oita-ken, Nakatsu-shi",198003,182.0,116.9,
5054,Mihogaseki,1978-10-29T00:00:00Z,"Tokyo-to, Shinjuku-ku",199703,172.5,118.5,
1399,Tatsunami,1923-02-01T00:00:00Z,"Hokkaido, Abashiri-shi",194001,180.0,120.0,
1179,Takadagawa,1956-02-24T00:00:00Z,"Osaka-fu, Kadoma-shi",197401,176.5,137.0,
8529,-,0001-01-01T00:00:00Z,-,196909,,,
4463,Sadogatake,1992-06-02T00:00:00Z,"Hyogo-ken, Himeji-shi",200803,176.0,136.0,
3654,Isenoumi,1977-06-27T00:00:00Z,"Iwate-ken, Hienuki-gun, Ohasama-machi - Iwate-ken, Hanamaki-shi",199605,177.0,123.0,
6458,Hanaregoma,1968-05-21T00:00:00Z,"Shizuoka-ken, Fujinomiya-shi",198403,180.4,111.0,
3091,Tomozuna,1989-07-21T00:00:00Z,"Chiba-ken, Noda-shi",200503,175.0,140.0,
4773,Hanakago,1983-03-19T00:00:00Z,"Yamaguchi-ken, Ube-shi",199803,188.0,113.0,
1117,Isenoumi,1953-05-23T00:00:00Z,"Aichi-ken, Toyohashi-shi",196805,176.0,163.0,
1699,Wakamatsu,1946-01-12T00:00:00Z,"Nagano-ken, Saku-shi",196209,190.0,115.0,
5186,Izutsu,1969-04-01T00:00:00Z,"Kagoshima-ken, Satsuma-gun, Higashigo-cho",198405,179.0,137.0,
5606,Kasugano,1966-11-10T00:00:00Z,"Shimane-ken, Matsue-shi",198203,172.0,124.6,
3375,Irumagawa,1983-11-16T00:00:00Z,"Okinawa-ken, Uruma-shi",200111,176.0,118.0,
4557,Nakamura,1988-04-26T00:00:00Z,"Nara-ken, Nara-shi",200403,176.5,99.0,
2294,Futagoyama,1949-05-27T00:00:00Z,"Saga-ken, Kanzaki-gun, Chiyoda-cho",196803,183.0,77.0,
8513,-,0001-01-01T00:00:00Z,-,196305,,,
6632,Musashigawa,1964-12-22T00:00:00Z,"Niigata-ken, Kitakanbara-gun, Nakajo-machi",198303,176.5,84.0,
1637,Oshiogawa,1962-01-01T00:00:00Z,"Kumamoto-ken, Amakusa-gun, Reihoku-cho",197709,,,
2189,Kataonami,1951-11-09T00:00:00Z,"Osaka-fu, Sakai-shi",196905,183.0,104.0,
7229,-,0001-01-01T00:00:00Z,-,197505,,,
3675,Kiriyama,1980-02-16T00:00:00Z,"Aichi-ken, Toyohashi-shi",199503,181.5,141.0,
